Registration Year,nhs_board,age_group,births,population,birth_rate
2007,Lanarkshire,30 to 34,2028.933095419583,20393,99.49164396702706
2008,Lanarkshire,30 to 34,2102.080946430059,19946,105.38859653213973
2009,Lanarkshire,30 to 34,2021.1583031206587,19902,101.5555372887478
2010,Lanarkshire,30 to 34,2053.459622256253,20193,101.6916566263682
2011,Lanarkshire,30 to 34,2159.4981552336703,20584,104.91149218974302
2012,Lanarkshire,30 to 34,2118.228588182539,21140,100.20002782320431
2013,Lanarkshire,30 to 34,2132.1556511955996,21336,99.93230461171727
2014,Lanarkshire,30 to 34,2217.6702903026558,21541,102.9511299523075
2015,Lanarkshire,30 to 34,2186.297930658922,21463,101.8635759520534
2016,Lanarkshire,30 to 34,2191.748636889354,21275,103.01991242723169
2017,Lanarkshire,30 to 34,2169.252080968596,21116,102.73025577612219
2018,Lanarkshire,30 to 34,2123.403110747281,21039,100.92699799169549
2019,Lanarkshire,30 to 34,2174.848346270333,20971,103.70742197655491
2020,Lanarkshire,30 to 34,2004.2484295542927,20708,96.78619033968961
2001,Lothian,30 to 34,2571.7096706603934,14116,182.1840231411443
2002,Lothian,30 to 34,2569.9615497218697,13721,187.30133005771225
2003,Lothian,30 to 34,2586.0326128465595,13141,196.7911584237546
2004,Lothian,30 to 34,2522.3126773098957,12640,199.55005358464365
2005,Lothian,30 to 34,2564.0775562061535,12128,211.41800430459708
2006,Lothian,30 to 34,2575.813264811055,11526,223.4785064038743
2007,Lothian,30 to 34,2537.993139768554,11084,228.9780891166144
2008,Lothian,30 to 34,2642.6236774139797,10730,246.28366052320408
2009,Lothian,30 to 34,2607.0634974418053,10530,247.58437772476785
2010,Lothian,30 to 34,2749.4055130168454,10474,262.49813948986497
2011,Lothian,30 to 34,2823.338548783821,10640,265.35136736690043
2012,Lothian,30 to 34,2926.519609533993,10998,266.09561825186336
2013,Lothian,30 to 34,2916.2779434612567,11335,257.2808066573671
2014,Lothian,30 to 34,2998.4172946263125,11461,261.6191688880824
2015,Lothian,30 to 34,2973.567943365402,11771,252.6181244894573
2016,Lothian,30 to 34,3024.0094729305506,11956,252.92819278442207
2017,Lothian,30 to 34,2898.6442489595156,12131,238.94520228831223
2018,Lothian,30 to 34,2840.295170155537,12277,231.3509139167172
2019,Lothian,30 to 34,2827.2696311450745,12489,226.38078558291895
2020,Lothian,30 to 34,2736.912204606641,12530,218.42874737483166
2001,Orkney,30 to 34,53.712337377854816,662,81.1364612958532
2002,Orkney,30 to 34,51.33662535376208,641,80.08833908543227
2003,Orkney,30 to 34,52.519189643320864,616,85.25842474565074
2004,Orkney,30 to 34,51.00100127941258,626,81.47124805017984
2005,Orkney,30 to 34,52.90393857371706,614,86.16276640670532
2006,Orkney,30 to 34,60.771845968625904,563,107.9428880437405
2007,Orkney,30 to 34,51.42020649989606,532,96.65452349604523
2008,Orkney,30 to 34,57.15224527201533,512,111.62547904690494
2009,Orkney,30 to 34,53.38605021515942,528,101.10994358931708
2010,Orkney,30 to 34,55.060779309171345,522,105.48042013251217
2011,Orkney,30 to 34,59.06566001639793,558,105.85243730537262
2012,Orkney,30 to 34,59.84032975751095,564,106.0998754565797
2013,Orkney,30 to 34,61.13598942800507,579,105.58892820035418
2014,Orkney,30 to 34,56.36825200741198,556,101.38174821476976
2015,Orkney,30 to 34,60.510491922308944,583,103.79158134186784
2016,Orkney,30 to 34,57.1537148207303,594,96.21837511907458
2017,Orkney,30 to 34,59.01853953840333,624,94.58099285000533
2018,Orkney,30 to 34,60.39036370015203,646,93.48353513955422
2019,Orkney,30 to 34,60.45859157189562,659,91.74293106509198
2020,Orkney,30 to 34,61.44705354472031,643,95.5630692763924
2001,Shetland,30 to 34,76.24682374902379,777,98.12976029475391
2002,Shetland,30 to 34,65.422894505709,766,85.40847846698301
2003,Shetland,30 to 34,77.08957076300314,756,101.9703316970941
2004,Shetland,30 to 34,68.59783797815727,745,92.07763487000976
2005,Shetland,30 to 34,66.7177447568543,745,89.55401980785813
2006,Shetland,30 to 34,76.46410666474996,695,110.02029735935247
2007,Shetland,30 to 34,66.0343704524981,717,92.09814567991366
2008,Shetland,30 to 34,74.2445055402816,689,107.75690209039418
2009,Shetland,30 to 34,73.23814929014333,673,108.82340161982664
2010,Shetland,30 to 34,74.34602688446486,683,108.85216234914328
2011,Shetland,30 to 34,69.72629133643072,705,98.90254090273861
2012,Shetland,30 to 34,82.16881101031355,670,122.6400164333038
2013,Shetland,30 to 34,79.38553851099165,655,121.19929543662847
2014,Shetland,30 to 34,78.79098208770846,653,120.66000319710331
2015,Shetland,30 to 34,74.13327282628426,661,112.1532115374951
2016,Shetland,30 to 34,85.40948394558573,641,133.24412472010255
2017,Shetland,30 to 34,69.92413923571699,664,105.30743860800752
2018,Shetland,30 to 34,69.80606556738003,669,104.34389471955161
2019,Shetland,30 to 34,68.09896303427803,669,101.79217194959347
2020,Shetland,30 to 34,59.09661980257254,676,87.42103521090613
2001,Tayside,30 to 34,1205.4406750604774,13654,88.28480116159935
2002,Tayside,30 to 34,1156.6392114765297,13301,86.95881598951429
2003,Tayside,30 to 34,1206.7128427403957,12907,93.4928986395286
2004,Tayside,30 to 34,1161.68947358662,12353,94.04108099948353
2005,Tayside,30 to 34,1171.822239407833,12018,97.5055948916486
2006,Tayside,30 to 34,1143.537834001186,11430,100.04705459327961
2007,Tayside,30 to 34,1139.6341556371701,10922,104.34299172653087
2008,Tayside,30 to 34,1185.2414229775889,10653,111.25893391322528
2009,Tayside,30 to 34,1169.1276725510793,10738,108.87760034932755
2010,Tayside,30 to 34,1203.7907435766547,11113,108.32275205404973
2011,Tayside,30 to 34,1258.2426209346816,11461,109.78471520239782
2012,Tayside,30 to 34,1235.8070090717808,11882,104.00664947582737
2013,Tayside,30 to 34,1223.0239477114844,12186,100.36303526271824
2014,Tayside,30 to 34,1313.5982705373688,12582,104.40297810661015
2015,Tayside,30 to 34,1259.9488291886005,12957,97.24078329772327
2016,Tayside,30 to 34,1260.5926089111638,12984,97.08815533819808
2017,Tayside,30 to 34,1205.0687665531593,13052,92.32828429000607
2018,Tayside,30 to 34,1191.2486258917086,13277,89.72272545693369
2019,Tayside,30 to 34,1188.9082375594198,13281,89.51948178295459
2020,Tayside,30 to 34,1119.1422375112174,13272,84.32355617173127
2001,Western Isles,30 to 34,69.76430027238614,837,83.35041848552704
2002,Western Isles,30 to 34,75.75282521713673,857,88.39302825803586
2003,Western Isles,30 to 34,78.31808981898725,809,96.80851646351947
2004,Western Isles,30 to 34,66.51007769186553,752,88.44425224982119
2005,Western Isles,30 to 34,68.4812093759782,701,97.69074090724422
2006,Western Isles,30 to 34,78.17598964978168,738,105.92952527070689
2007,Western Isles,30 to 34,71.17639110248771,722,98.58225914471983
2008,Western Isles,30 to 34,68.63610763975672,691,99.32866518054517
2009,Western Isles,30 to 34,60.89765527055874,730,83.42144557610786
2010,Western Isles,30 to 34,65.68164029266632,722,90.97180095937163
2011,Western Isles,30 to 34,67.70941514074885,704,96.1781465067455
2012,Western Isles,30 to 34,70.5580007588562,702,100.50997259096324
2013,Western Isles,30 to 34,74.82315124024501,704,106.28288528443893
2014,Western Isles,30 to 34,70.38245830759728,667,105.52092699789696
2015,Western Isles,30 to 34,70.33156652750046,671,104.81604549552974
2016,Western Isles,30 to 34,76.41901195131355,664,115.08887342065293
2017,Western Isles,30 to 34,68.9618804388952,633,108.9445188608139
2018,Western Isles,30 to 34,66.88395119479203,647,103.37550416505724
2019,Western Isles,30 to 34,66.43801271636882,656,101.27745840909881
2020,Western Isles,30 to 34,61.44705354472031,635,96.76701345625247
2001,Ayrshire and Arran,35 to 39,539.0802681955847,14916,36.141074563930324
2002,Ayrshire and Arran,35 to 39,526.4947204059724,15029,35.03191964907661
2003,Ayrshire and Arran,35 to 39,571.5386084167112,14926,38.29147852182174
2004,Ayrshire and Arran,35 to 39,612.575031058204,14725,41.601020784937454
2005,Ayrshire and Arran,35 to 39,610.6488243200943,14357,42.533177148435904
2006,Ayrshire and Arran,35 to 39,656.0441860883003,14186,46.24588933373046
2007,Ayrshire and Arran,35 to 39,671.213619984755,13849,48.46657664703264
2008,Ayrshire and Arran,35 to 39,654.6359243522453,13338,49.08051614576738
2009,Ayrshire and Arran,35 to 39,642.8731406498831,12756,50.397706228432355
2010,Ayrshire and Arran,35 to 39,623.7635017866257,12254,50.90284819541584
2011,Ayrshire and Arran,35 to 39,631.6109421973217,11675,54.09943830383912
2012,Ayrshire and Arran,35 to 39,583.8544203373461,10886,53.63351279968273
2013,Ayrshire and Arran,35 to 39,584.3979320320732,10487,55.725939928680575
2014,Ayrshire and Arran,35 to 39,588.91723285979,10298,57.18753475041659
2015,Ayrshire and Arran,35 to 39,619.8556543837357,10158,61.02142689345695
2016,Ayrshire and Arran,35 to 39,613.137632868866,10193,60.152813977128034
2017,Ayrshire and Arran,35 to 39,604.8684260310254,10445,57.90985409583776
2018,Ayrshire and Arran,35 to 39,605.8172923244845,10497,57.71337451886105
2019,Ayrshire and Arran,35 to 39,596.4182160980404,10569,56.430903216769835
2020,Ayrshire and Arran,35 to 39,582.6508055211316,10526,55.353487129121376
2001,Borders,35 to 39,156.36994990380768,4242,36.86231728048272
2002,Borders,35 to 39,153.9819849712111,4276,36.010754202808954
2003,Borders,35 to 39,166.28885664095316,4254,39.089999210379204
2004,Borders,35 to 39,173.84109324878082,4275,40.664583216089085
2005,Borders,35 to 39,176.95801800806498,4247,41.66659242007652
2006,Borders,35 to 39,190.3539019963702,4173,45.61560076596458
2007,Borders,35 to 39,203.39806666204697,4134,49.20127398694895
2008,Borders,35 to 39,190.09331000583188,4016,47.333991535316706
2009,Borders,35 to 39,190.36534747399452,3812,49.93844372350328
2010,Borders,35 to 39,189.62802450229708,3676,51.58542559910149
2011,Borders,35 to 39,180.04242962558075,3449,52.201342309533416
2012,Borders,35 to 39,179.841675002587,3185,56.465204082444906
2013,Borders,35 to 39,182.35394753290356,2972,61.35731747405907
2014,Borders,35 to 39,178.27486102532427,2822,63.173232113864024
2015,Borders,35 to 39,177.95966600108912,2769,64.2685684366519
2016,Borders,35 to 39,176.309963099631,2805,62.85560181805026
2017,Borders,35 to 39,182.3269958380628,2892,63.045295932940114
2018,Borders,35 to 39,184.3873231201029,3058,60.29670474823509
2019,Borders,35 to 39,174.15335860561206,3142,55.42754888784598
2020,Borders,35 to 39,162.1139053886586,3147,51.51379262429571
2001,Dumfries and Galloway,35 to 39,188.20135621630888,5784,32.538270438504306
2002,Dumfries and Galloway,35 to 39,202.54437396311116,5708,35.48429817153314
2003,Dumfries and Galloway,35 to 39,207.3850530817994,5647,36.724819033433576
2004,Dumfries and Galloway,35 to 39,236.47015631084162,5586,42.33264524003609
2005,Dumfries and Galloway,35 to 39,237.80318179307298,5409,43.96435233741412
2006,Dumfries and Galloway,35 to 39,252.03473432642718,5324,47.33935656018542
2007,Dumfries and Galloway,35 to 39,261.98366364077333,5135,51.01921395146511
2008,Dumfries and Galloway,35 to 39,238.86944930434058,4942,48.334570883112214
2009,Dumfries and Galloway,35 to 39,247.52422661200148,4637,53.38025158766476
2010,Dumfries and Galloway,35 to 39,236.01420792921556,4408,53.5422431781342
2011,Dumfries and Galloway,35 to 39,226.84046187482917,4179,54.2810389745942
2012,Dumfries and Galloway,35 to 39,219.28063881894383,3874,56.60315922017136
2013,Dumfries and Galloway,35 to 39,212.63944497026625,3698,57.50120199304117
2014,Dumfries and Galloway,35 to 39,212.08276714021,3625,58.50559093523034
2015,Dumfries and Galloway,35 to 39,215.54227627518605,3600,59.872854520885014
2016,Dumfries and Galloway,35 to 39,231.22042921921755,3612,64.0145152877125
2017,Dumfries and Galloway,35 to 39,230.0749148694665,3819,60.24480619781789
2018,Dumfries and Galloway,35 to 39,224.48781818890578,3856,58.217795173471416
2019,Dumfries and Galloway,35 to 39,219.21268828850512,3925,55.85036644293124
2020,Dumfries and Galloway,35 to 39,218.13433186615956,3921,55.632321312460995
2001,Fife,35 to 39,534.2395474199509,14047,38.032287849359356
2002,Fife,35 to 39,533.2813896750268,14089,37.85090422847802
2003,Fife,35 to 39,577.8855113419384,14094,41.00223579834954
2004,Fife,35 to 39,617.2019803081715,14079,43.838481448126394
2005,Fife,35 to 39,647.4939512787936,13943,46.438639552377076
2006,Fife,35 to 39,685.1712457997161,13789,49.689698005636096
2007,Fife,35 to 39,708.5901877901739,13600,52.102219690453964
2008,Fife,35 to 39,726.4638007164875,13119,55.3749371687238
2009,Fife,35 to 39,679.1723138955714,12527,54.216677089133185
2010,Fife,35 to 39,681.4195678067041,12157,56.05162193030387
2011,Fife,35 to 39,693.5208390270566,11654,59.50925339171585
2012,Fife,35 to 39,634.020782311752,11047,57.39302818066009
2013,Fife,35 to 39,620.4520956479812,10628,58.3790078705289
2014,Fife,35 to 39,641.3607164916615,10650,60.2216635203438
2015,Fife,35 to 39,644.395897622073,10793,59.70498449199231
2016,Fife,35 to 39,655.9432358502689,10973,59.777930907707
2017,Fife,35 to 39,638.7897275822929,11279,56.635315859765306
2018,Fife,35 to 39,651.9141231045102,11487,56.75233943627667
2019,Fife,35 to 39,632.1614818380568,11428,55.31689550560525
2020,Fife,35 to 39,603.1788385111747,11380,53.00341287444417
2001,Forth Valley,35 to 39,413.22152802910534,11511,35.89796959682959
2002,Forth Valley,35 to 39,425.29794086073974,11733,36.248013369192854
2003,Forth Valley,35 to 39,464.7519666997632,11798,39.39243657397552
2004,Forth Valley,35 to 39,523.8367543713263,11912,43.97555023264996
2005,Forth Valley,35 to 39,530.5360253365004,11872,44.688007524974765
2006,Forth Valley,35 to 39,550.1587572550358,11776,46.71864446798877
2007,Forth Valley,35 to 39,591.7666828355623,11688,50.63027744999677
2008,Forth Valley,35 to 39,577.1286345080397,11403,50.61199986916072
2009,Forth Valley,35 to 39,549.7435875715786,10990,50.02216447421097
2010,Forth Valley,35 to 39,543.8943338437978,10666,50.99328087791091
2011,Forth Valley,35 to 39,512.5034503962831,10299,49.76244784894486
2012,Forth Valley,35 to 39,513.3375530337001,9679,53.036217897892364
2013,Forth Valley,35 to 39,484.7281997249853,9256,52.36907948627758
2014,Forth Valley,35 to 39,513.550339715874,9259,55.46498970902624
2015,Forth Valley,35 to 39,504.36206208023236,9226,54.667468250621326
2016,Forth Valley,35 to 39,504.72016302252575,9241,54.61748328346778
2017,Forth Valley,35 to 39,535.9196935300795,9548,56.12900016025131
2018,Forth Valley,35 to 39,508.7516079990644,9583,53.08897088584623
2019,Forth Valley,35 to 39,496.4131215275688,9495,52.281529386789764
2020,Forth Valley,35 to 39,493.44019486346735,9584,51.485830014969466
2001,Grampian,35 to 39,764.6871940417913,20942,36.51452554874373
2002,Grampian,35 to 39,799.3188250219577,21130,37.82862399536004
2003,Grampian,35 to 39,824.3040174138853,20932,39.38008873561463
2004,Grampian,35 to 39,878.6246129313381,20895,42.049514856728315
2005,Grampian,35 to 39,913.3535141505092,20672,44.18312278204863
2006,Grampian,35 to 39,974.5571508149,20672,47.14382502007063
2007,Grampian,35 to 39,1061.8422146767375,20505,51.78455082549317
2008,Grampian,35 to 39,1056.2038657002415,20342,51.9223215858933
2009,Grampian,35 to 39,1056.618015789652,19780,53.418504337191706
2010,Grampian,35 to 39,1021.4760251829164,19288,52.959146888371855
2011,Grampian,35 to 39,1019.8071194315387,18612,54.79298943861695
2012,Grampian,35 to 39,1020.680383567314,18027,56.61953644906607
2013,Grampian,35 to 39,985.9611943496973,17802,55.384855316801335
2014,Grampian,35 to 39,1044.2520074119827,17902,58.331583477375865
2015,Grampian,35 to 39,1099.1626429479034,18437,59.61721771155304
2016,Grampian,35 to 39,1100.1390831818767,18652,58.982365600572415
2017,Grampian,35 to 39,1090.8279417328793,19257,56.645788115120695
2018,Grampian,35 to 39,1097.8915916267104,19751,55.58663316423018
2019,Grampian,35 to 39,1041.1176765549471,20023,51.996088326172256
2020,Grampian,35 to 39,987.8396436049741,20329,48.59263336145281
2001,Greater Glasgow and Clyde,35 to 39,1789.5998019009885,48285,37.0632660640155
2002,Greater Glasgow and Clyde,35 to 39,1774.6386064213916,47624,37.2635353271752
2003,Greater Glasgow and Clyde,35 to 39,1904.546895287558,47033,40.49384252094398
2004,Greater Glasgow and Clyde,35 to 39,2019.9938439858336,45830,44.075798472307085
2005,Greater Glasgow and Clyde,35 to 39,2101.1863227089434,44849,46.85023796983084
2006,Greater Glasgow and Clyde,35 to 39,2077.4447000053906,43835,47.39237367412776
2007,Greater Glasgow and Clyde,35 to 39,2225.0357736816572,42855,51.92009739077488
2008,Greater Glasgow and Clyde,35 to 39,2202.443139215196,41213,53.44049545568622
2009,Greater Glasgow and Clyde,35 to 39,2143.950716633348,39436,54.365318912499944
2010,Greater Glasgow and Clyde,35 to 39,2154.507554874936,38036,56.64390458710001
2011,Greater Glasgow and Clyde,35 to 39,2123.4607133096474,36628,57.973700811118476
2012,Greater Glasgow and Clyde,35 to 39,2066.2861922665656,35095,58.87693951464784
2013,Greater Glasgow and Clyde,35 to 39,2016.309070128757,34564,58.33552453792261
2014,Greater Glasgow and Clyde,35 to 39,2108.9536751080914,35129,60.03454909357202
2015,Greater Glasgow and Clyde,35 to 39,2106.5138863677616,36061,58.415293152374076
2016,Greater Glasgow and Clyde,35 to 39,2119.5790787758624,37236,56.92284560038303
2017,Greater Glasgow and Clyde,35 to 39,2235.487514188422,38832,57.56817867193094
2018,Greater Glasgow and Clyde,35 to 39,2177.9815616107276,40154,54.24071229792119
2019,Greater Glasgow and Clyde,35 to 39,2171.9737649678077,40750,53.299969692461545
2020,Greater Glasgow and Clyde,35 to 39,2009.2531729413272,41124,48.85840805712788
2001,Highland,35 to 39,427.01024781424405,11714,36.452983422762856
2002,Highland,35 to 39,412.0262320679223,11837,34.80833252242311
2003,Highland,35 to 39,446.980638509127,11805,37.86367119941779
2004,Highland,35 to 39,492.77009512154416,11637,42.34511430106936
2005,Highland,35 to 39,508.0571176048169,11473,44.282848217974106
2006,Highland,35 to 39,503.72679736213183,11388,44.2331223535416
2007,Highland,35 to 39,534.2241528653593,11209,47.6602866326487
2008,Highland,35 to 39,549.3997333999833,10881,50.49165824832124
2009,Highland,35 to 39,523.7921424457019,10482,49.970629884153965
2010,Highland,35 to 39,527.5611706653054,10091,52.28036573831191
2011,Highland,35 to 39,502.1038876742279,9695,51.789983256753786
2012,Highland,35 to 39,496.1421648097686,9109,54.4672483049477
2013,Highland,35 to 39,471.42821936889476,8694,54.224547891522285
2014,Highland,35 to 39,500.85176034589256,8541,58.64088049946055
2015,Highland,35 to 39,499.042149210383,8543,58.415328246562446
2016,Highland,35 to 39,499.80804464761064,8759,57.06222681214872
2017,Highland,35 to 39,507.71339387060164,8991,56.46906838734308
2018,Highland,35 to 39,497.1337075585701,9252,53.732566748656524
2019,Highland,35 to 39,493.7513889724612,9411,52.46534788783989
2020,Highland,35 to 39,471.37735566856117,9444,49.91289238337158
2001,Lanarkshire,35 to 39,1002.9093316063163,26580,37.73172805140392
2002,Lanarkshire,35 to 39,1016.4922416316971,26710,38.056617058468625
2003,Lanarkshire,35 to 39,1088.9698693958603,26704,40.77927911158854
2004,Lanarkshire,35 to 39,1216.722404553967,26577,45.78102888038405
2005,Lanarkshire,35 to 39,1209.4666445708815,26253,46.06965468978332
2006,Lanarkshire,35 to 39,1289.3007313435517,26098,49.40228106918352
2007,Lanarkshire,35 to 39,1303.3122271498855,25832,50.4533999361213
2008,Lanarkshire,35 to 39,1314.7842206115138,25041,52.50526019773626
2009,Lanarkshire,35 to 39,1237.456883407312,24064,51.42357394478525
2010,Lanarkshire,35 to 39,1199.9974987238386,23077,51.999718278972075
2011,Lanarkshire,35 to 39,1217.886290653184,22173,54.92654537740423
2012,Lanarkshire,35 to 39,1122.4329102135146,20951,53.57419265016059
2013,Lanarkshire,35 to 39,1123.2874975445113,20441,54.95266853600662
2014,Lanarkshire,35 to 39,1174.371216800494,20282,57.90214065676433
2015,Lanarkshire,35 to 39,1184.281248865493,20559,57.60402981008283
2016,Lanarkshire,35 to 39,1197.504286684658,21063,56.853453291775054
2017,Lanarkshire,35 to 39,1246.792186908816,21842,57.082327026316996
2018,Lanarkshire,35 to 39,1225.5011109811717,22186,55.23758726138879
2019,Lanarkshire,35 to 39,1244.740217020679,22492,55.341464388257116
2020,Lanarkshire,35 to 39,1145.1572796034357,22454,51.00014605876172
2001,Lothian,35 to 39,1222.061963085011,14578,83.82919214467081
2002,Lothian,35 to 39,1238.190104420806,14893,83.13906562954449
2003,Lothian,35 to 39,1336.02306576033,15053,88.75460478046436
2004,Lothian,35 to 39,1397.503921677699,14982,93.27886274714317
2005,Lothian,35 to 39,1474.481135723361,14808,99.5732803702972
2006,Lothian,35 to 39,1546.8182063215395,14913,103.7228060297418
2007,Lothian,35 to 39,1630.3137343219457,14740,110.6047309580696
2008,Lothian,35 to 39,1652.8763642422728,14301,115.57767738216018
2009,Lothian,35 to 39,1596.1781248941145,13745,116.12791014144157
2010,Lothian,35 to 39,1606.6932618683,13180,121.9038893678528
2011,Lothian,35 to 39,1592.2705486471714,12558,126.79332287364001
2012,Lothian,35 to 39,1550.7400572591494,11880,130.53367485346376
2013,Lothian,35 to 39,1536.388092219226,11391,134.87736741455763
2014,Lothian,35 to 39,1587.8171710932675,11361,139.76033545403288
2015,Lothian,35 to 39,1610.7323289163187,11448,140.6998889689307
2016,Lothian,35 to 39,1652.226101962512,11909,138.73760197854665
2017,Lothian,35 to 39,1666.0152289065456,12528,132.98333564068852
2018,Lothian,35 to 39,1639.248275055549,13014,125.96037152724365
2019,Lothian,35 to 39,1618.1432697514892,13208,122.51236142879233
2020,Lothian,35 to 39,1563.77567197983,13512,115.73236175102353
2001,Orkney,35 to 39,25.52380045334197,718,35.54846859796932
2002,Orkney,35 to 39,24.73363911388699,749,33.022215105323085
2003,Orkney,35 to 39,27.133010005346367,759,35.748366278453716
2004,Orkney,35 to 39,28.25744006230183,761,37.13198431314301
2005,Orkney,35 to 39,30.422581892504006,758,40.13533231201056
2006,Orkney,35 to 39,36.494492461950365,750,48.65932328260049
2007,Orkney,35 to 39,33.03045526990506,727,45.43391371376212
2008,Orkney,35 to 39,35.746896609181036,699,51.140052373649546
2009,Orkney,35 to 39,32.68568088638905,698,46.82762304640265
2010,Orkney,35 to 39,32.176331461630085,691,46.56487910510866
2011,Orkney,35 to 39,33.31109934408308,624,53.38317202577417
2012,Orkney,35 to 39,31.70892690835087,601,52.76027771772191
2013,Orkney,35 to 39,32.208386163544475,560,57.51497529204371
2014,Orkney,35 to 39,29.84990735021618,580,51.465357500372725
2015,Orkney,35 to 39,32.77752768197495,567,57.80869079713395
2016,Orkney,35 to 39,31.22703824053166,587,53.197680137191924
2017,Orkney,35 to 39,33.9213015512675,611,55.51767847997954
2018,Orkney,35 to 39,34.853701321482866,649,53.703700033101484
2019,Orkney,35 to 39,34.6025232163989,620,55.81052131677242
2020,Orkney,35 to 39,35.10869193624204,652,53.847687018776135
2001,Shetland,35 to 39,36.232061563077394,842,43.0309519751513
2002,Shetland,35 to 39,31.520308382941348,830,37.976275160170296
2003,Shetland,35 to 39,39.82681585580081,839,47.46938719404149
2004,Shetland,35 to 39,38.007083124733455,816,46.57730775089884
2005,Shetland,35 to 39,38.3662560533245,825,46.50455279190848
2006,Shetland,35 to 39,45.91795295682018,806,56.97016495883397
2007,Shetland,35 to 39,42.41805834661493,816,51.98291464045947
2008,Shetland,35 to 39,46.43755727734733,792,58.63327939059006
2009,Shetland,35 to 39,44.8401551858503,788,56.90375023585063
2010,Shetland,35 to 39,43.446214054789856,782,55.557818484386004
2011,Shetland,35 to 39,39.32334654277125,739,53.2115650105159
2012,Shetland,35 to 39,43.54061605325791,738,58.99812473341179
2013,Shetland,35 to 39,41.82282979445328,703,59.491934273759995
2014,Shetland,35 to 39,41.72390364422483,673,61.99688505828355
2015,Shetland,35 to 39,40.15676166273371,669,60.02505480229254
2016,Shetland,35 to 39,46.665124561693375,700,66.66446365956197
2017,Shetland,35 to 39,40.18936814226258,667,60.25392525076849
2018,Shetland,35 to 39,40.28788055977858,673,59.86312118837828
2019,Shetland,35 to 39,38.975369556932826,673,57.91288195680955
2020,Shetland,35 to 39,33.76573650698688,664,50.852012811727235
2001,Tayside,35 to 39,572.8186251166688,15155,37.79733587044994
2002,Tayside,35 to 39,557.2609544256856,14984,37.19040005510448
2003,Tayside,35 to 39,623.4245398304437,14797,42.13181995204728
2004,Tayside,35 to 39,643.6416903079861,14717,43.73457160480982
2005,Tayside,35 to 39,673.8601889189638,14242,47.3149971155009
2006,Tayside,35 to 39,686.7132666079675,14169,48.46589502491125
2007,Tayside,35 to 39,732.0591954819486,13908,52.63583516551255
2008,Tayside,35 to 39,741.3305007081563,13551,54.70670066475952
2009,Tayside,35 to 39,715.7999864466507,13014,55.00230416833031
2010,Tayside,35 to 39,703.4693380976688,12512,56.223572418291944
2011,Tayside,35 to 39,709.6076626127357,12006,59.10441967455736
2012,Tayside,35 to 39,654.8445552067883,11459,57.14674537104357
2013,Tayside,35 to 39,644.3279639980714,11160,57.73548064498847
2014,Tayside,35 to 39,695.6182828906733,11121,62.549975981537024
2015,Tayside,35 to 39,682.4933381738972,11259,60.61758043999442
2016,Tayside,35 to 39,688.7491692827376,11610,59.323787190588945
2017,Tayside,35 to 39,692.6213583049565,12102,57.231974740122006
2018,Tayside,35 to 39,687.5173663898959,12408,55.4092010307782
2019,Tayside,35 to 39,680.4529153378662,12845,52.97414677601138
2020,Tayside,35 to 39,639.438635101064,13118,48.7451315064083
2001,Western Isles,35 to 39,33.15160288767405,936,35.418379153497916
2002,Western Isles,35 to 39,36.497199180247875,918,39.75729758196937
2003,Western Isles,35 to 39,40.46150614832353,946,42.771148148333545
2004,Western Isles,35 to 39,36.850345812241564,973,37.87291450384539
2005,Western Isles,35 to 39,39.38034211640797,989,39.818343899300274
2006,Western Isles,35 to 39,46.94596682898779,947,49.57335462406314
2007,Western Isles,35 to 39,45.72110387360543,936,48.8473331982964
2008,Western Isles,35 to 39,42.929684245605266,890,48.23560027596097
2009,Western Isles,35 to 39,37.28467116186088,843,44.22855416590851
2010,Western Isles,35 to 39,38.3829334694572,811,47.327908100440446
2011,Western Isles,35 to 39,38.18589437004646,813,46.96911976635481
2012,Western Isles,35 to 39,37.388137697906245,799,46.7936642026361
2013,Western Isles,35 to 39,39.41921888672608,765,51.52839070160272
2014,Western Isles,35 to 39,37.27115503397159,776,48.02983896130359
2015,Western Isles,35 to 39,38.097440551824285,765,49.80057588473763
2016,Western Isles,35 to 39,41.753006186778286,746,55.96917719407276
2017,Western Isles,35 to 39,39.63630344305713,759,52.22174366674194
2018,Western Isles,35 to 39,38.60141114099715,759,50.8582491976247
2019,Western Isles,35 to 39,38.024750787251534,727,52.303646199795786
2020,Western Isles,35 to 39,35.10869193624204,694,50.588893279887664
2001,Ayrshire and Arran,40 and over,88.48168536543552,100516,0.8802746365298612
2002,Ayrshire and Arran,40 and over,89.5320386454572,101571,0.8814724541991041
2003,Ayrshire and Arran,40 and over,101.17127472695333,102763,0.9845107161814401
2004,Ayrshire and Arran,40 and over,115.54517809793997,103913,1.1119415097046565
2005,Ayrshire and Arran,40 and over,117.08703898064778,105188,1.1131216391665186
2006,Ayrshire and Arran,40 and over,126.11735638173619,106204,1.1875010016735357
2007,Ayrshire and Arran,40 and over,129.22617975192296,107515,1.201936285652448
2008,Ayrshire and Arran,40 and over,139.67743064233943,108572,1.286495879622181
2009,Ayrshire and Arran,40 and over,141.90289025175346,109395,1.297160658638452
2010,Ayrshire and Arran,40 and over,141.53108728943337,110402,1.2819612623814185
2011,Ayrshire and Arran,40 and over,151.2466862530746,111467,1.3568741085081202
2012,Ayrshire and Arran,40 and over,140.36250905453417,112208,1.2509135627988572
